"chromosome","start","end","width","strand","gene_id","symbol","Log2FC","Pval","FDR"
"chr3",70794706,70795641,936,"+","295724","Or9g10",-0.0707319441576515,0.50472642457317,0.817841572475712
"chr3",70803363,70804298,936,"-","295725","Or9g3",0.0158735845727445,0.572533705910699,0.85014796348085
"chr3",70817883,70818797,915,"+","404892","Or9g19",0.255788714530951,0.00583158426776795,0.182008965369969
"chr3",70843321,70844259,939,"+","295728","Or9g4b",0.144562519268944,0.240091308014933,0.638384902103426
"chr3",70859345,70860274,930,"-","295729","Or9g20",0.084329460820334,0.475634412873971,0.803629544712464
"chr3",70886343,70887278,936,"+","295730","Or2ah1",0.15072143088605,0.359219427326072,0.730423004739418
"chr3",70907592,70908524,933,"-","295732","Or5ar1",-0.436878782987124,0.93353337637968,0.983468855003464
"chr3",70917491,70918444,954,"+","405255","Or5ap2",0.0960808226019703,0.0856073115384036,0.445536112572294
"chr3",70931881,70932834,954,"+","295734","Or5ap2b",0.107888817385663,0.152162379159074,0.549949684959522
"chr3",70936717,70937664,948,"+","295735","Or5m10b",-0.0696151190056921,0.707950720997286,0.904710439664589
"chr3",70956657,70957592,936,"+","295736","Or5m10",0.100636794060138,0.0404134302951382,0.349434915392767
"chr3",70985023,70985961,939,"+","406045","Or5m13",0.140680903996203,0.0757125546948999,0.428534120119311
"chr3",70990354,70991277,924,"+","295739","Or5m13b",-0.0687811673160875,0.933478746473198,0.983468855003464
"chr3",71017564,71018538,975,"+","295741","Or5m11",-0.309911702701869,0.99453553071218,0.999447911865697
"chr3",71026862,71027800,939,"+","406046","Or5m5",-0.018050704547201,0.867723008594276,0.965511280465559
"chr3",71034767,71035750,984,"+","295743","Or5m8",-0.0262909348068941,0.609096171200826,0.86464955084525
"chr3",71048570,71049502,933,"+","295744","Or5m3",-0.280078971031043,0.634912512022936,0.877267803016955
"chr3",71072647,71073579,933,"+","404891","Or5m9",-0.471631728823236,0.694738665572098,0.899993022061019
"chr3",71081976,71082941,966,"-","295746","Or8u10",-0.302806142106757,0.755913754102266,0.924548416546989
"chr3",71107387,71108346,960,"+","295747","Or8u3",-0.531429807261303,0.639841459398824,0.879459231583028
"chr3",71137561,71138502,942,"-","295748","Or5al5b",0.033821361795987,0.0973079605517463,0.470561926318297
"chr3",71157207,71158148,942,"-","404890","Or5al1",0.0815037803847493,0.280250503324058,0.671369337633457
"chr3",71166274,71167218,945,"-","404889","Or5al7",0.00448098226796908,0.88482718420668,0.970205037247214
"chr3",71175389,71176333,945,"-","366099","Or8u9",0.346566505203637,0.323111608207089,0.703957434620438
"chr3",71191760,71229264,37505,"-","404888","Or8u8",0.616034375110172,0.214765937776281,0.617054028800387
"chr3",71204801,71242292,37492,"-","295750","Or8j3",0.0757522132041681,0.266290837703303,0.662382787174722
"chr3",71256939,71257889,951,"-","295751","Or8k1",-0.267599321665204,0.483553075600861,0.806778783278781
"chr3",71275463,71276422,960,"-","404887","Or8k3",-0.105479391186068,0.981723449909619,0.99753588444375
"chr3",71294467,71295393,927,"-","295754","Or8k20",-0.0277282085979492,0.733103772137432,0.915175802494757
"chr3",71338375,71339316,942,"-","405253","Or8k16b",0.0254655927617278,0.237547112524352,0.635792148929512
"chr3",71350402,71351340,939,"-","405252","Or8k22",0.156062706214317,0.386425935410583,0.747316704046686
"chr3",71367440,71368381,942,"-","295758","Or8k23",0.1447213696395,0.16828012274645,0.562572541953069
"chr3",71382854,71383801,948,"-","295759","Or8j3b",-0.0831283930990356,0.852549691162148,0.960029246024117
"chr3",71391265,71392206,942,"-","404885","Or8k24",-0.218440076437638,0.39566863523394,0.751275013443649
"chr3",71431548,71432489,942,"-","405251","Or8k27",-0.0158993389064408,0.862930675634787,0.963973732109722
"chr3",71450066,71451019,954,"-","404884","Or8k25",0.203704415255001,0.65086800837254,0.882807440194205
"chr3",71469317,71470258,942,"-","295763","Or8k30b",0.184474709913222,0.10809450211609,0.489145852855372
"chr3",71493791,71494732,942,"-","404882","Or8k31",0.166308921843357,0.494109198576185,0.813272669173357
"chr3",71515280,71516221,942,"-","404881","Or8k32",-0.141312653359156,0.937764977753835,0.985240562221189
"chr3",71553619,71554560,942,"-","404880","Or8k33",-0.186007511428074,0.837643731677518,0.956169717469401
"chr3",71593753,71594685,933,"-","295765","Or5t7",0.0130823147272685,0.562176511782067,0.845703452022576
"chr3",71648296,71649231,936,"-","295766","Or8k39",0.0876728980462511,0.234045899885686,0.6325644142222
"chr3",71664676,71665617,942,"-","295767","Or8k40",-0.286590567567269,0.88758233804915,0.970801879935853
"chr3",71703969,71704934,966,"+","295768","Or5t5",0.152301298985577,0.0542783080573545,0.38653070335658
"chr3",71728882,71729817,936,"-","295769","Or5t18",0.0438696546422166,0.16559323105444,0.560672957207639
"chr3",71773279,71774271,993,"+","295771","Or5t9",0.0642547231141907,0.744521147787342,0.91959227704903
"chr3",71809718,71810668,951,"+","404879","Or5t9b",-0.292882884176005,0.818316902020505,0.94751339604552
"chr3",71839853,71840821,969,"+","295772","Or5t5b",-0.320451293649478,0.292976605287996,0.681623954155579
"chr3",71898826,71899752,927,"+","405250","Olr520",-0.134842996365518,0.648619138527967,0.882114315162404
"chr3",71934135,71935100,966,"+","295781","Or8h10",-0.0581268675684492,0.304455142067628,0.690737306837445
"chr3",71970710,71971657,948,"-","404878","Or8h6",-0.25987966382893,0.718807904735068,0.909394984300296
"chr3",71997554,71998501,948,"-","366100","Or8h7b",-0.411585983760756,0.654395406012864,0.884136042470775
"chr3",71997560,71998501,942,"-","295776","Or8h7",-0.139688967030191,0.150164415731906,0.548659513485585
"chr3",72025165,72026109,945,"-","404877","Or8h9",-0.506304279051734,0.397783793972427,0.752731137876301
"chr3",72046706,72047671,966,"+","295786","Or8h10c",-0.17074137906189,0.26821406335602,0.663696555609858
"chr3",72067305,72068249,945,"-","405939","Or10ag59",-0.0546198930324526,0.645903086705113,0.881413287635555
"chr3",72089626,72090591,966,"-","366102","Or8h10b",-0.161146791037856,0.107246354772381,0.487236793071386
"chr3",72096981,72097916,936,"-","404876","Or5t16",0.112689386141904,0.348185033900819,0.724364426962936
"chr3",72112424,72113365,942,"-","404875","Or8h11",0.213861133844618,0.12558195729773,0.515936239169002
"chr3",72119367,72120299,933,"-","366103","Or8i2",0.507288587965658,0.329102011491652,0.708868538666864
"chr3",72128998,72129936,939,"-","404874","Or5be3",0.760188378792068,0.702629862650178,0.902501828499539
"chr3",72153659,72154597,939,"-","295790","Or5j1",1.84336028534098,0.996375310382909,0.999541433079386
"chr3",72196599,72197537,939,"-","295792","Or5aq1",0.864607569609738,0.775520325873182,0.933535354734179
"chr3",72227923,72228861,939,"-","366104","Or5aq6",-0.335746082921579,0.538978353727444,0.835536221245033
"chr3",72288392,72289330,939,"-","366105","Or5aq7",-1.10675428581371,0.0862571450533537,0.447070224684565
"chr3",72324043,72324981,939,"-","405940","Or5as1",-0.560479776797555,0.0816160494637735,0.439155909828459
"chr3",72362428,72363393,966,"-","405941","Or10ag52b",-0.141135941292213,0.324526740364809,0.704831750874542
"chr3",72379373,72380311,939,"-","405942","Or5aq1d",-0.575347083396978,0.323265697992945,0.704191078315883
"chr3",72503762,72504700,939,"-","295795","Or5aq1b",-2.18122536295799,0.0189294331932947,0.272608847969496
"chr3",72526005,72526943,939,"-","404872","Olr551",1.15826313315923,0.825604774335192,0.951278228356617
"chr3",72556648,72557586,939,"-","405943","Or5aq7b",-0.399630183140042,0.821589211950641,0.949474246664846
"chr3",72588639,72589589,951,"+","295797","Or12e1",0.32381722918201,0.473290051306592,0.801610031541903
"chr3",72624533,72625513,981,"+","295798","Or10ag52",-1.42355000456517,0.0438498727134122,0.360303163920704
"chr3",72648134,72649057,924,"+","405249","Or10ag54",-1.24163479407799,0.0488147660510003,0.3750171141871
"chr3",72679446,72680468,1023,"+","404871","Or10ag54b",-1.23761108401846,0.159483426633939,0.556918581522767
"chr3",72704658,72705578,921,"+","295799","Or12e8",-1.65010170601233,0.152210837403546,0.549949684959522
"chr3",72715241,72716185,945,"+","404870","Or12e9",-1.23047863778512,0.0347504345070084,0.331586839390146
"chr3",72737588,72738568,981,"+","295801","Or10ag57",-0.905435573513325,0.194756109931257,0.595138611934936
"chr3",72763750,72764721,972,"+","311173","Or10ag2",-1.46152322419629,0.22283472440651,0.623836621197009
"chr3",72791319,72792275,957,"+","404869","Or10ag58",-0.720343096032867,0.21640280559157,0.618419455411089
"chr3",72803755,72804699,945,"+","404868","Or10ag59b",-0.887896319106551,0.13414108221011,0.529152894300568
"chr3",72843042,72843986,945,"+","404867","Or12e7",-1.52387557104231,0.00238831150319723,0.129168775733631
"chr3",72885018,72888490,3473,"+","502648","Pramel6",-1.53496363964166,0.00751485036679474,0.197149863194865
"chr3",72900499,72901425,927,"-","295806","Or8w1b",0.342205592937904,0.0253051196606155,0.296670976966249
"chr3",72907563,72908492,930,"+","404866","Or5w22",-1.65759334203805,0.0127165565378826,0.240022842170089
"chr3",73048245,73049174,930,"+","295813","Or5w11",-1.88438133537097,0.141804098014438,0.538145306607586
"chr3",73055135,73056061,927,"-","295814","Or8w1",-1.6924953855699,0.149122258983116,0.548144705285485
"chr3",73068796,73069734,939,"-","366108","Or5w1",-0.0423210327451965,0.295331898988783,0.683011313932419
"chr3",73087337,73088269,933,"-","366109","Or5w12",-0.314979557657602,0.752855033347544,0.923160817016288
"chr3",73140479,73141417,939,"+","404863","Or5w14",-0.539593957701371,0.0628630225706015,0.405247837102994
"chr3",73165804,73166736,933,"+","404862","Or5w13b",-0.260902756463224,0.0574505829286148,0.394930298098164
"chr3",73179723,73180655,933,"+","405248","Or5w13",0.196153798507056,0.901958907427385,0.974667782733353
"chr3",73209598,73210536,939,"-","404861","Or5w15",0.429989916544262,0.41704651864255,0.764757114791897
"chr3",73237766,73238701,936,"+","404860","Or5w16",0.139770938664029,0.284493261828938,0.674674804147978
"chr3",73253683,73254618,936,"-","404859","Or5w17",0.317209056086549,0.509643145005543,0.820600464724798
"chr3",73267616,73268560,945,"+","295822","Or5i1",-0.148639969299884,0.306782587597635,0.692497824195367
"chr3",73288417,73289349,933,"+","404858","Or5w18",-0.290422970075068,0.0516296970902437,0.3799561335124
"chr3",73301418,73302353,936,"+","295824","Or12e10",-0.419478530867974,0.201583510900774,0.60291826961233
"chr3",73318605,73319540,936,"+","404856","Or12e13b",-1.05463625162058,0.0344429235214007,0.330936496936006
"chr3",73330290,73331195,906,"+","406050","Or12e14",-0.292105955798125,0.552732002684953,0.840951612412389
"chr3",73366005,73366931,927,"+","405944","Or5w8",-0.097643825629511,0.780636988925408,0.934504122487899
"chr3",73375302,73376234,933,"+","295827","Or5w19",0.128316804474005,0.0795556816133408,0.434217694693326
"chr3",73383037,73383969,933,"+","295828","Or5w20",-0.59064324405937,0.0920848808403394,0.459765336918271
"chr3",73415849,73416802,954,"-","311175","Or5l13",-0.312123742543238,0.611870181761976,0.865898197248377
"chr3",73432677,73433615,939,"-","295829","Or5l14b",0.0144243020962947,0.755050093096058,0.924167511088538
"chr3",73465350,73466307,958,"-","404855","Or5d47",-0.779036628584887,0.733855827996763,0.915175802494757
"chr3",73565480,73566421,942,"+","405246","Or9m1b",-0.235736143014701,0.791610061963524,0.938222770675726
"chr3",73577439,73578389,951,"-","295834","Or5d14",0.0810743304041858,0.0667832116074882,0.412267064178312
"chr3",73600133,73601113,981,"-","404853","Or5d37",0.307444486725519,0.330375496663607,0.710330856727544
"chr3",73610662,73611612,951,"-","295835","Or5d20",0.198668681587806,0.213822989969775,0.616182110452521
"chr3",73636914,73637864,951,"-","295836","Or5d41",0.141158166510978,0.299681419473973,0.687418644696315
"chr3",73648319,73649275,957,"-","405245","Or5d41b",0.0605585996853412,0.736762956432848,0.916514732694916
"chr3",73667300,73668232,933,"-","404852","Or5w8b",0.430532590119198,0.00192492828362183,0.11697125179918
"chr3",73678392,73679342,951,"-","295839","Or5d40",-0.189622247721321,0.725589519685416,0.912362757316134
"chr3",73780306,73781277,972,"+","295843","Or4p7",0.244971671744812,0.378277629157884,0.740938742508555
"chr3",73824386,73825297,912,"-","404849","Olr621",0.0207561861396455,0.177388848850765,0.575457872759922
"chr3",73850177,73851112,936,"+","404848","Olr623",-0.160587843453848,0.787581570980765,0.936847411973471
"chr3",73896798,73897712,915,"+","404847","Or4c99",-0.356022401279927,0.204783079421045,0.606888340271842
"chr3",73929849,73930784,936,"-","404846","Or4p20",-0.341764456521531,0.0104980054624314,0.224109169845966
"chr3",74000224,74001174,951,"-","405946","Or4p18",-0.181516266077944,0.212816382554773,0.614998792337241
"chr3",74012093,74013031,939,"-","405947","Or4p19",-0.190173516017386,0.808015973967936,0.944236371305947
"chr3",74022169,74023089,921,"-","295848","Or4p20b",0.134603501968851,0.99302292891993,0.999090877386201
"chr3",74055947,74056858,912,"+","404844","Or4c31",0.083594955080351,0.411972383256136,0.762659719497165
"chr3",74072395,74073336,942,"+","404843","Or4p22d",-0.481169992078891,0.135050917768177,0.529855676046111
"chr3",74094533,74095462,930,"+","404842","Or4c31b",-0.693805249118692,0.0477718875908975,0.372220636293295
"chr3",74147245,74148186,942,"+","404841","Or4p22e",-0.171653890266964,0.972839801152103,0.994450860564602
"chr3",74166669,74167598,930,"+","406053","Or4c31c",-0.602902438936063,0.0389130398144951,0.342958794636507
"chr3",74195143,74196084,942,"+","295852","Or4p22",-0.0512143365959564,0.259048381458164,0.656556501142749
"chr3",74222007,74222936,930,"+","404840","Or4c31e",-0.160342219353495,0.909893925371699,0.977350576834936
"chr3",74229531,74230439,909,"-","404839","Or4c129",-0.344711232861254,0.978613764800171,0.996726110612272
"chr3",74323272,74324192,921,"+","404835","Or4c102",0.21327865135881,0.2073541546287,0.609471196619721
"chr3",74352550,74353485,936,"+","404834","Or4p4",0.197550636549004,0.515777802206812,0.823819978575504
"chr3",74377492,74378427,936,"+","404833","Or4s2",0.31065050829663,0.29802377555577,0.685148252793649
"chr3",74400632,74401558,927,"-","404832","Or4c103b",-0.0284625712829024,0.90693678637797,0.976191734939928
"chr3",74415828,74416754,927,"-","295858","Or4c103",0.353631082698054,0.456571809515609,0.79140317184671
"chr3",74432118,74433047,930,"-","404831","Or4a66c",0.133703133852011,0.32553837518463,0.706175360144743
"chr3",74458280,74459209,930,"+","404830","Or4c105b",-0.276637546770404,0.709948996633745,0.90557666796143
"chr3",74475013,74475942,930,"-","404829","Or4a66",0.340611338196167,0.171871801093121,0.567697767246974
"chr3",74501921,74502850,930,"+","295862","Olr655",0.164650703804312,0.918853795535378,0.979084591191687
"chr3",74556017,74556949,933,"-","295863","Or4c104",-0.0222716077103946,0.223061146191538,0.624027332303565
"chr3",74569068,74569997,930,"-","295864","Or4a66b",-0.369792340250004,0.428535520512922,0.772745247203428
"chr3",74582417,74583346,930,"+","295865","Or4c105",0.0551905490205306,0.419662232476881,0.765496217382784
"chr3",74598809,74599732,924,"+","404828","Or4c11",-0.666227703504375,0.0251343178950928,0.296670976966249
"chr3",74649818,74650744,927,"-","405243","Or4p8",0.0224809168101125,0.123290115301171,0.51243556026035
"chr3",74660598,74661530,933,"-","405948","Or4c29",0.104098865976551,0.126271461994329,0.516710701924085
"chr3",74692006,74692941,936,"-","295869","Or4c15",0.0936246830129743,0.921484505000493,0.979979862626294
"chr3",74751008,74751943,936,"+","295870","Or4c107",0.131701153978995,0.203339263751893,0.605366466342268
"chr3",74771049,74771984,936,"-","404827","Or4c108",0.101843219057867,0.240299521233486,0.638671091985288
"chr3",74783605,74784540,936,"-","405242","Or4c109b",-0.0122386890889012,0.978331778882762,0.996676571278426
"chr3",74826949,74827884,936,"-","295875","Or4c108b",0.234980761663473,0.406324627664394,0.759436449090883
"chr3",74841507,74842442,936,"-","295876","Or4c109",0.0734391643751303,0.385501715103509,0.746767734244717
"chr3",74860279,74861214,936,"-","404826","Or4c110",-0.145803729036251,0.963782015390655,0.992357237410403
"chr3",74873773,74874708,936,"-","405949","Or4c111",-0.0177941743675144,0.937904070712233,0.985240562221189
"chr3",74889674,74890588,915,"-","295878","Or4c112",-0.338505135412975,0.604896825906109,0.863501730686956
"chr3",74955819,74956754,936,"-","295880","Olr673",0.179345961323052,0.0215649966666772,0.285026031934368
"chr3",74963942,74964877,936,"-","295881","Or4c114",-0.592433898394535,0.896156396779862,0.972983263903412
"chr3",74992635,74993570,936,"-","404825","Or4c112b",-0.106164409373577,0.719523056600739,0.909837739785157
"chr3",75049196,75050128,933,"-","405950","Or4c115",0.268317610591865,0.0177132884809724,0.266189874325667
"chr3",75059773,75060708,936,"-","295884","Or4c116",-0.132637956765597,0.0349184682565211,0.331586839390146
"chr3",75077687,75078622,936,"-","295885","Or4c117",0.083671178512547,0.284261322020637,0.674400415731181
"chr3",75094354,75095289,936,"-","404824","Or4c117b",0.439678376446011,0.00784624601477716,0.198365270140176
"chr3",75152028,75152945,918,"+","295890","Or4a71",0.208631618814885,0.373470895808694,0.73926908712248
"chr3",75176555,75177490,936,"+","295891","Or4c120",-0.183163297213846,0.780718180312425,0.934504122487899
"chr3",75183031,75183963,933,"-","295892","Or4c121",-0.438836589049727,0.574195349828961,0.850694681269733
"chr3",75211504,75212439,936,"-","405357","Or4c122",0.0769422303322811,0.957162436021143,0.990520872135713
"chr3",75232248,75233183,936,"-","366111","Or4c15b",0.118392868186212,0.692164610442341,0.899124360010141
"chr3",75254003,75254953,951,"+","404822","Or4p18b",-0.00619969779523306,0.583933535711772,0.855128605125673
"chr3",75272475,75273392,918,"-","404821","Or4c123",0.20539496711985,0.00408770815518676,0.159128638898342
"chr3",75278908,75279834,927,"-","295896","Or4c1",0.151924051061142,0.0898081844146565,0.455306609358026
"chr3",75320841,75321776,936,"-","404820","Or4c124b",-0.150983236814582,0.723333704743586,0.91116522874181
"chr3",75359635,75360555,921,"-","405951","Or4c125",0.474574478816493,3.27325158680792e-08,9.51425127898835e-05
"chr3",75382493,75383416,924,"-","405952","Or4a15",0.612728831457457,5.53306220708551e-07,0.000877241862650649
"chr3",75401889,75402836,948,"-","311179","Or4a15b",-0.00643280931438269,0.146577253803566,0.543432675666281
"chr3",75438034,75438951,918,"-","404819","Or4a2",-0.223025834696231,0.990719973743905,0.998901057997747
"chr3",75479573,75480520,948,"-","295902","Olr703",0.0715728412459707,0.31844457968577,0.700565070102608
"chr3",75528081,75529004,924,"-","404818","Or4a69",0.191880520032372,0.00287421768223471,0.135040740988148
"chr3",75548265,75549185,921,"-","366112","Or4a70",0.0692889978495657,0.678314806144508,0.893085476306826
"chr3",75613328,75614251,924,"-","405953","Or4a72",-0.101708499897703,0.831449763121318,0.953477371701459
"chr3",75644692,75645636,945,"-","405954","Or4a73",0.00908828591824917,0.688831373364228,0.897803973847384
"chr3",75663973,75664917,945,"-","366113","Or4a77e",0.32462623200283,0.12943526298174,0.522525023943408
"chr3",75674368,75675312,945,"-","404817","Or4a77b",0.154489542583493,0.0815985576329212,0.439155909828459
"chr3",75690546,75691499,954,"-","404816","Or4a78",-0.044167126546966,0.972199641100265,0.994252973541151
"chr3",75708511,75709455,945,"-","295907","Or4a77c",-0.352788149759002,0.15723461520355,0.55364792086032
"chr3",75729880,75730833,954,"-","405239","Or4a80",-0.0144210665263687,0.802757326414459,0.941942257462704
"chr3",75752709,75753632,924,"-","404815","Or4a77",-0.37232015539486,0.534427941590091,0.832552327050575
"chr3",75777858,75778811,954,"-","404814","Olr716",-0.762436643977806,0.0857919950386863,0.445964945894095
"chr3",75796815,75797765,951,"-","404813","Or4a77d",-0.41128713466703,0.796835019458054,0.939807897082962
"chr3",75820164,75821109,946,"-","295910","Or4a81",-0.335790854628676,0.637110458035015,0.878224963669873
"chr3",75873971,75874900,930,"-","405955","Or4a47",-0.518637749157265,0.615853726524658,0.867920184519147
"chr3",75882537,75883448,912,"-","295914","Or4c58",0.293025829128194,0.0751887436975131,0.427913301653503
"chr3",75905501,75906430,930,"+","366114","Or4c10b",0.329880360374045,0.0578241903646109,0.395281365933841
"chr3",75947266,75948186,921,"-","366115","Or4c12",-0.0349370500032334,0.172889967678259,0.569339230587569
"chr3",75993426,75994358,933,"+","311180","Or4c35",-0.226492579329822,0.470015487064555,0.799087757501424
"chr3",76010151,76011112,962,"+","404812","Olr726",0.064388591859785,0.359956622220874,0.731111570497709
"chr3",76019591,76020520,930,"+","404811","Or4c127",0.213625100718441,0.832368917196449,0.953851511109962
"chr3",76034100,76035029,930,"+","295917","Or4c52",-0.398308225942834,0.20644361597517,0.608388312348512
"chr3",76042658,76043584,927,"-","366116","Or4c3",0.147674589672866,0.226272378227142,0.626578322686783
"chr3",76099119,76100027,909,"-","295919","Or4c3e",-0.000907359255739294,0.365046986677437,0.734015499088911
"chr3",76131196,76132125,930,"-","404810","Or4x11",0.0628820908335693,0.470459918132771,0.799456394059781
"chr3",76140455,76141384,930,"-","404809","Or4x11c",-0.0167404587718075,0.759449932418014,0.926210267228682
"chr3",76167152,76168081,930,"-","405238","Or4x5",0.254433734954651,0.0454121822383858,0.364300118784475
"chr3",76175278,76176207,930,"-","366118","Or4x6",0.0844763431824408,0.791719618882992,0.938222770675726
"chr3",76207843,76208769,927,"-","404808","Or4b1d",0.147942407909268,0.107091299804083,0.487007110451943
"chr3",76274543,76275469,927,"-","366120","Or4b1",-0.0179584171889562,0.849631165771163,0.959500584798879
"chr3",76286573,76287490,918,"-","366121","Or4b13b",-0.0459108481557115,0.919505258003017,0.979308195393748
"chr3",76318066,76318989,924,"-","366122","Or4b1c",0.109827757504671,0.909123709921803,0.977202927644761
"chr3",76340874,76364961,24088,"+","366123","Or4x13",0.3119564456015,0.000974773420328782,0.0895549922584401
"chr3",76405927,76561669,155743,"-","29645","Ptprj",0.114496625568344,0.348169869578232,0.724364426962936
"chr3",76665786,76724565,58780,"+","311182","Nup160",0.0341508278028421,0.437754283107998,0.779090636119137
"chr3",76733027,76763079,30053,"+","311183","Fnbp4",0.0258589283337088,0.110682721900075,0.493345035190418
"chr3",76830549,76850189,19641,"+","295922","Mtch2",0.294922820704423,0.0321541069079168,0.32283685922514
"chr3",76868540,76872978,4439,"+","311184","C1qtnf4",0.336550315056509,0.00278095494232397,0.134348626576538
"chr3",76876646,76883824,7179,"-","295923","Ndufs3",0.277413104802831,0.0476169934865294,0.371728006448108
"chr3",76883757,76890799,7043,"+","311185","Kbtbd4",0.177330917597594,0.0595060690349346,0.39930197921095
"chr3",76889922,76899427,9506,"-","29390","Ptpmt1",0.351736495704864,0.00560421751912859,0.180660912261742
"chr3",76979313,76996966,17654,"+","362160","Celf1",0.233392426901442,0.0866773668582032,0.447527348220773
"chr3",77015094,77024373,9280,"+","362161","Rapsn",0.150552553393554,0.0482363813599446,0.373929514523809
"chr3",77031825,77037203,5379,"+","29677","Psmc3",0.0400997732978224,0.126282505670839,0.516710701924085
"chr3",77039411,77047316,7906,"-","295928","Slc39a13",0.258135907450817,0.0297535203157307,0.31476966504621
"chr3",77073696,77092394,18699,"+","366126","Spi1",0.349885706928521,0.803664437866624,0.942562730087016
"chr3",77095252,77113405,18154,"+","295929","Mybpc3",0.280054164163837,0.0631923855180951,0.405530529792408
"chr3",77114976,77157701,42726,"-","94193","Madd",0.546492849198977,0.0020282921761312,0.121291755751198
"chr3",77158839,77167419,8581,"-","58852","Nr1h3",0.358466701185737,0.726814966412621,0.912819378034236
"chr3",77176116,77185042,8927,"+","24162","Acp2",0.273974938263271,0.00647886215031616,0.188981043521605
"chr3",77185114,77207631,22518,"-","100362121","Ddb2",0.219126907112154,0.109080334918464,0.491058606344348
"chr3",77227249,77235816,8568,"+","311187","Pacsin3",0.372648075655095,0.00882088814893338,0.211536712957362
"chr3",77236409,77248445,12037,"+","362162","Arfgap2",0.126832218918374,0.184558365283254,0.583626090759737
"chr3",77249826,77416203,166378,"-","295930","Cstpp1",0.0273415782360178,0.16535922107803,0.560517942779561
"chr3",77429798,77483593,53796,"+","83469","Lrp4",0.272117129315251,0.135038094172113,0.529855676046111
"chr3",77596196,77609486,13291,"-","29251","F2",-0.0456457587892041,0.666434850769,0.889805520941575
"chr3",77621689,77643400,21712,"+","311193","Arhgap1",0.128800055159455,0.248861340710972,0.646829360286784
"chr3",77647069,77681028,33960,"-","362164","Atg13",0.278767382613001,0.0647137159529339,0.408189094500574
"chr3",77681431,77689726,8296,"+","690164","Harbi1",-0.409438261456167,0.72510649246149,0.912070481682537
"chr3",77700936,77890221,189286,"+","59319","Ambra1",0.00964912282792424,0.418934961539416,0.765450574043731
"chr3",77893425,77901161,7737,"+","25111","Chrm4",0.184681116503845,0.101952016262126,0.478354362015463
"chr3",77901425,77902782,1358,"-","81517","Mdk",0.268450479632061,0.0368412473996271,0.33594269604141
"chr3",77904158,77934040,29883,"-","81821","Dgkz",0.102585732382242,0.367357139213705,0.73603608611866
"chr3",77952589,77993456,40868,"-","362165","Creb3l1",0.100902780101394,0.417283961442136,0.764757114791897
"chr3",78336054,78342184,6131,"-","311202","Large2",0.163179038105581,0.834334871905041,0.954404507315902
"chr3",78343164,78352598,9435,"+","311203","Pex16",-0.120503389457726,0.952406432629002,0.989454078644622
"chr3",78354303,78355055,753,"+","499836","Frey1",0.271356768681594,0.0869704360878041,0.448216431847312
"chr3",78355051,78364208,9158,"-","116457","Mapk8ip1",0.211687496852661,0.103826191892635,0.482874255507349
"chr3",78374996,78404953,29958,"-","170917","Cry2",-0.126836282041456,0.479857144316251,0.805690632220605
"chr3",78421940,78428475,6536,"-","311204","Slc35c1",0.0106868208022769,0.180418425315836,0.578400245865476
"chr3",78559932,78574718,14787,"+","295934","Chst1",-0.0544601111919606,0.997300730135595,0.999541433079386
"chr3",78877200,78915375,38176,"+","80977","Syt13",-0.340218692182784,0.761169329530842,0.926787642257765
"chr3",78932087,79004995,72909,"-","690358","Prdm11",-0.130387102735283,0.981295748362253,0.99753588444375
"chr3",79144886,79160050,15165,"+","311209","Tp53i11",-0.122739942557587,0.42329431318392,0.768264421056047
"chr3",79160060,79299873,139814,"-","311210","Tspan18",-0.587517175407516,0.50311172440374,0.816742853355787
"chr3",79387365,79431358,43994,"-","83628","Cd82",0.133013443562897,0.0485446736197071,0.374807524830703
"chr3",79611684,79648260,36577,"+","296511","Alx4",-0.0518381022744391,0.565271459521284,0.847257553435354
"chr3",79665415,79798059,132645,"-","311215","Ext2",-0.219423997589679,0.521450144176775,0.826777050646279
"chr3",79806587,79820486,13900,"-","311218","Accs",-0.641556578549665,0.732592913552566,0.915070729903432
"chr3",79826464,79841163,14700,"-","690470","Accsl",-0.986555291467349,0.156336680861621,0.552820704425519
"chr3",79920131,79921523,1393,"-","499839","RGD1564664",0.109352655279924,0.324742041626064,0.704941648737685
"chr3",79939599,79971934,32336,"-","362169","Alkbh3",-0.436421780202724,0.769239642036263,0.930342535167297
"chr3",79990056,80113532,123477,"-","84013","Hsd17b12",-0.757187327138651,0.152253438497733,0.549949684959522
"chr3",80202044,80202140,97,"-","100313984","Mir129-2",-0.351779451460797,0.205321143286566,0.607945796081105
"chr3",80263491,80373808,110318,"-","311224","Ttc17",-0.555474456642492,0.11836986534205,0.50264681070498
"chr3",80378100,80403174,25075,"-","362170","Api5",-0.328206739802859,0.929056183293803,0.98229980220607
"chr3",82305244,83682178,1376935,"+","311236","Lrrc4c",0.0242379106451853,0.318548222816152,0.700565070102608
"chr3",87462365,87492138,29774,"-","499843","NA_499843",-0.288088085074807,0.42675846321687,0.771340822727974
"chr3",87812068,87906517,94450,"-","295952","Iftap",-0.479188518207356,0.18131180648021,0.57977225981204
"chr3",87902373,87910227,7855,"+","295953","Rag2",0.19451799820644,0.0257305282209251,0.298203026374661
"chr3",87917061,87928158,11098,"-","84600","Rag1",-0.697606978005074,0.469485768563392,0.798796402009064
"chr3",87963517,87983350,19834,"+","311245","Traf6",-0.477514773503903,0.272197661494541,0.666450542814094
