"chromosome","start","end","width","strand","gene_id","symbol","Log2FC","Pval","FDR"
"chr4",81302346,81306234,3889,"-","79241","Hoxa5",0.199264655478647,0.433600000691055,0.740259850885868
"chr4",81306407,81308850,2444,"-","685732","Hoxa6",-0.250516740093108,0.0134133402740991,0.165535291565299
"chr4",81315730,81317629,1900,"-","500126","Hoxa7",-0.123710584923055,0.188349712275539,0.523134409724933
"chr4",81330487,81330571,85,"-","100314164","Mir196b",-0.0838700763474916,0.347876426088148,0.673961210719907
"chr4",81330487,81330571,85,"-","104796626","Mir196b-2",0.0531791900063697,0.781287415406978,0.921495996347128
"chr4",81342527,81346189,3663,"-","103692131","Hoxa11",0.0147938531758972,0.299765041816715,0.636973316373148
"chr4",81346416,81350190,3775,"+","500128","Hoxa11-as",-0.463139140962312,0.0934463383259651,0.384249749351728
"chr4",81358956,81361091,2136,"-","500129","Hoxa13",-0.0449712999848929,0.659704179193541,0.868105182446439
"chr4",81416590,81420967,4378,"+","103690342","Evx1",-0.268031615862611,0.176396810565323,0.508233837711095
"chr4",81649180,81747244,98065,"-","63938","Hibadh",0.00870998547949637,0.975875542119502,0.994043533171265
"chr4",81682224,81688735,6512,"+","685406","NA_685406",-0.12775507038223,0.27040358365312,0.610999871671649
"chr4",81692916,81699598,6683,"-","685391","NA_685391",-0.0958459253302072,0.167777995182593,0.499773586342256
"chr4",81822066,81877906,55841,"+","246244","Tax1bp1",-0.0724200712160998,0.92833547064764,0.977044882275994
"chr4",82393730,82790325,396596,"+","500131","Creb5",-0.0638299530169651,0.539785688110878,0.805497907025193
"chr4",82922327,82927172,4846,"-","362364","Tril",-0.223100744810836,7.46320003587686e-05,0.0159166535553616
"chr4",82981421,83085655,104235,"-","502774","Cpvl",-0.199300398742771,7.36657500220275e-05,0.0159166535553616
"chr4",83376911,83406192,29282,"+","84031","Chn2",-0.139524376983499,0.14762669287468,0.471804736740432
"chr4",83432002,83435048,3047,"+","312358","Prr15",0.0918719912020925,0.0642258145026288,0.324610297820968
"chr4",83550468,83629922,79455,"+","259242","Wipf3",-0.312018439713891,0.00610643632989524,0.117915758897434
"chr4",83635427,83693872,58446,"-","502776","Scrn1",-0.0607993653832041,0.172436075042009,0.504245836831731
"chr4",83706844,83721464,14621,"-","362366","Fkbp14",-0.0124461145183818,0.479852588601873,0.769396743673642
"chr4",83723561,83774080,50520,"+","500132","Plekha8",0.0829946277940324,0.61349597416951,0.843837447317779
"chr4",83807579,83824953,17375,"+","297109","Mturn",0.147986412162029,0.347476021986004,0.673814434538474
"chr4",83870560,83875187,4628,"+","100909941","LOC100909941",0.148647506262012,0.353159758810407,0.678273677098476
"chr4",83950613,84027818,77206,"+","362367","Znrf2",0.189126820695889,0.251834007228111,0.591969477492123
"chr4",84060871,84111404,50534,"-","500133","Nod1",0.0933350003045216,0.705247686996896,0.886746749218696
"chr4",84123118,84129277,6160,"-","362368","Ggct",-0.135206697271377,0.697185213210439,0.884386035255814
"chr4",84171596,84212609,41014,"+","297113","Gars1",-0.123225589928038,0.169163990966086,0.501242441602609
"chr4",84224002,84251198,27197,"-","64680","Crhr2",-0.160666616963109,0.376651300738294,0.697797357732004
"chr4",84318197,84322493,4297,"-","368066","Inmt",-0.00570611306259004,0.966718807841484,0.990243716174383
"chr4",84482512,84494690,12179,"+","25240","Aqp1",-0.080884290726482,0.73944418313617,0.902516289883323
"chr4",84519692,84532669,12978,"+","25321","Ghrhr",0.211304178108832,0.161717946822268,0.490754583839173
"chr4",84593892,84642700,48809,"+","24167","Adcyap1r1",0.238948680760995,0.199114554843438,0.538432132784463
"chr4",84846659,84849905,3247,"-","500137","Neurod6",0.359702059035978,0.109118879200825,0.412492308775093
"chr4",85061119,85172291,111173,"+","500139","Itprid1",0.273398931675929,0.0302972128756242,0.234172207851178
"chr4",85213887,85230603,16717,"+","266705","Ppp1r17",0.0690857859870738,0.631788861748642,0.853198759472667
"chr4",85300858,85777936,477079,"-","81742","Pde1c",0.183338671469097,0.30197611601085,0.638791402994199
"chr4",85951073,85954289,3217,"-","306222","Lsm5",0.359334539999114,0.046964928250618,0.280358594284843
"chr4",86027947,86050211,22265,"-","312372","Kbtbd2",0.358359668649759,0.0871591016083631,0.373872879396071
"chr4",86106256,86156723,50468,"+","297123","Fkbp9",0.255720480412757,0.741941434415182,0.903819489801537
"chr4",86161643,86204579,42937,"-","312373","Nt5c3a",0.128864493070639,0.00196600580301717,0.0727839558114869
"chr4",87363678,87432747,69070,"+","362374","Vopp1",0.0210015274161975,0.83934603023712,0.946007157213151
"chr4",87443283,87482729,39447,"-","362375","Lancl2",-0.0434173017875824,0.068950884573734,0.335743248900363
"chr4",87501859,87505494,3636,"+","502782","Pyurf",0.069870114146859,0.919326321607654,0.974071402434992
"chr4",87592776,87602036,9261,"-","500148","Rps7-ps20",-0.0167687173579923,0.374186490322014,0.696319264903102
"chr4",87612204,87636152,23949,"+","312381","Ppm1k",-0.313813949887737,0.686991548317146,0.879892732558521
"chr4",87745319,87802409,57091,"+","312382","Abcg2",-0.187674030536609,0.487126916428419,0.773591260634093
"chr4",87952274,88042488,90215,"+","362377","Herc3",-0.370962161399564,0.187174407981487,0.521034507019986
"chr4",88022673,88024540,1868,"-","688843","Nap1l5",0.0685763232594644,0.266905771199735,0.607871552977091
"chr4",88058403,88155745,97343,"-","362378","Fam13a",0.0687479294191624,0.201569736190908,0.542160030308335
"chr4",88414366,88417458,3093,"+","100912924","Tigd2",-0.0781584116529531,0.00760562917842625,0.129423370884161
"chr4",89696420,89796262,99843,"-","29219","Snca",0.052274516438185,0.0938257357496038,0.38485988103172
"chr4",90292780,90705259,412480,"+","500153","Ccser1",0.0285532384894664,0.16918029057704,0.501242441602609
"chr4",92415228,93857174,1441947,"+","79220","Grid2",0.0170918577106245,0.409183008792763,0.721359929863951
"chr4",93912068,93914163,2096,"+","500156","Atoh1",0.0113403337959216,0.598283457083834,0.837563987151926
"chr4",94312056,94372563,60508,"+","312398","Smarcad1",-0.0448919734076304,0.274676701217765,0.615256792380896
"chr4",94373338,94397883,24546,"-","58962","Hpgds",-0.0448919734076304,0.274676701217765,0.615256792380896
"chr4",94678370,94757034,78665,"+","500157","Qrfprl",-0.368402023066515,0.122171228534207,0.434627551478411
"chr4",95251657,95253029,1373,"+","297173","RSA-14-44",-0.368402023066515,0.122171228534207,0.434627551478411
"chr4",95417566,95420497,2932,"-","298542","Lin28c",0.248357217221663,0.550193324270773,0.811376944799516
"chr4",95906782,95912785,6004,"+","297176","Mad2l1",-0.564139363132743,0.0239565600101737,0.210762127597073
"chr4",96036246,96131343,95098,"+","114120","Gng12",-0.0703767483992526,0.78302673101628,0.922298345291089
"chr4",96154789,96157091,2303,"-","25112","Gadd45a",0.133086463596723,0.222677728910459,0.561589753979125
"chr4",96401641,96418486,16846,"+","246303","Serbp1",0.142896266662671,0.331568109247586,0.66271814774761
"chr4",96427069,96492651,65583,"-","171334","Il12rb2",-0.209639902037078,0.219343126432811,0.558551317885815
"chr4",96707950,96709650,1701,"-","494343","Tacstd2",-0.207606069271434,0.209258752065682,0.548368629361182
"chr4",102723712,102749355,25644,"-","362383","Rpia",-0.120332639393378,0.795700491466944,0.928057637595931
"chr4",102805510,102866914,61405,"+","29702","Eif2ak3",0.799275817257621,0.745574144629051,0.905307816480392
"chr4",102885695,102892934,7240,"-","500197","Tex37",0.204889157222909,0.892085360235539,0.965696165849778
"chr4",102933487,102937655,4169,"+","502846","Foxi3",0.0633595549660148,0.610780237644146,0.842510482066369
"chr4",103112974,103132017,19044,"-","297332","Thnsl2",0.140521047179931,0.987058146237778,0.996487546083149
"chr4",103191015,103194790,3776,"+","24360","Fabp1",0.265423906914874,0.714987072813628,0.890682718573433
"chr4",103202369,103252956,50588,"-","297333","Smyd1",0.0413777524423228,0.833891310664836,0.944216487257281
"chr4",103261687,103274670,12984,"+","312437","Krcc1",-0.0807100992880414,0.311905704751706,0.646079802061713
"chr4",103312596,103328520,15925,"+","24931","Cd8b",0.278571368434708,0.107815026570324,0.410563576830474
"chr4",103365804,103370041,4238,"+","24930","Cd8a",0.244550492567596,0.168625748913886,0.500481222776413
"chr4",103526556,103542529,15974,"+","84508","Rnf103",0.119909502656757,0.934620401636271,0.97956217727545
"chr4",103576558,103622323,45766,"+","282834","Chmp3",-0.185388411957324,0.885513646229023,0.963117605370226
"chr4",103630923,103674206,43284,"-","312440","Kdm3a",-0.207099561451688,0.180350489794698,0.511355425213863
"chr4",103746100,103862337,116238,"+","362384","Reep1",-0.457426388624186,0.00372924475997295,0.0960788341801038
"chr4",103865812,103873582,7771,"-","297334","Mrpl35",-0.111707746531621,0.34696498305058,0.673641401355765
"chr4",103880573,103916075,35503,"+","312444","Immt",0.377765430621488,0.668597698965041,0.871119646820962
"chr4",103922440,103949728,27289,"-","500199","Ptcd3",0.0918968222476689,0.340856412645947,0.669767102468716
"chr4",103950051,104014014,63964,"+","83581","Polr1a",0.0738690148815475,0.512065800390738,0.789329151468644
"chr4",104134613,104192557,57945,"+","83505","St3gal5",0.373312857395224,0.261477662671935,0.600788773752871
"chr4",104259992,104292168,32177,"-","500200","Atoh8",-0.0941643296857761,0.871417402995932,0.958185474589486
"chr4",104359396,104368436,9041,"+","192155","Sftpb",0.124477453001492,0.852432363429611,0.951203798810202
"chr4",104373908,104400262,26355,"-","297336","Usp39",0.134830133719132,0.557086241370255,0.81562565045817
"chr4",104411161,104414630,3470,"+","245966","Tmem150a",-0.353657369746675,0.0709908106750295,0.339839030491843
"chr4",104414586,104421309,6724,"-","297337","Rnf181",0.144158376635911,0.577546842077347,0.826003592923481
"chr4",104424061,104425060,1000,"-","89818","Vamp5",0.314021474638214,0.97854777578141,0.994562660820854
"chr4",104442670,104445127,2458,"-","83730","Vamp8",0.268079584232406,0.182125640484539,0.513943688694666
"chr4",104469758,104485473,15716,"+","81716","Ggcx",-0.0921523194927948,0.0593209204432881,0.314114451797636
"chr4",104489877,104495447,5571,"-","171347","Mat2a",-0.0161469826459286,0.814706679186385,0.935740007246952
"chr4",104600062,104611856,11795,"+","297339","Capg",0.0865181791651178,0.496551181598255,0.78024357515804
"chr4",104616166,104653053,36888,"-","297342","Elmod3",-0.150187407051208,0.400661115014167,0.714982993794209
"chr4",104653306,104662069,8764,"+","246298","Retsat",-0.352250620905248,0.0129653946905579,0.161946695715801
"chr4",104663356,104671106,7751,"-","192152","Tgoln2",-0.0666020358776589,0.150302152393548,0.475302617208251
"chr4",104680739,104845287,164549,"-","312451","Tcf7l1",-0.255485716674653,0.00698588171015834,0.125603014542838
"chr4",104889854,104950234,60381,"-","684322","Kcmf1",-0.000308531758284257,0.075874491209587,0.351987952378688
"chr4",105009959,105011018,1060,"-","50665","Tmsb10",-0.204606005751129,0.0546828127041573,0.302715211366699
"chr4",105308236,105337595,29360,"+","114597","Suclg1",-0.191873931371609,0.0359706622842232,0.2508881753
"chr4",105520442,105521542,1101,"-","500204","Jkampl",-0.0187750273559087,0.783961610724555,0.922647044155242
"chr4",109293978,110443413,1149436,"-","297357","Ctnna2",0.0338555748006769,0.347179360772147,0.673641401355765
"chr4",109701815,109717184,15370,"+","679668","LRRTM1",-0.00704041473546136,0.792268390904419,0.926607011348874
"chr4",110861775,110865015,3241,"+","24618","Reg3b",0.2394278648392,0.000872798360548367,0.0496024877033003
"chr4",110872398,110875157,2760,"+","171162","Reg3a",0.221756815732149,0.00234046030268854,0.0789373429361315
"chr4",110892451,110895115,2665,"+","24714","Reg1a",-0.670506438857212,0.177061543106632,0.508835062431463
"chr4",110924168,110926723,2556,"-","24620","Reg3g",-0.241903682820299,0.86592574119644,0.955823710150176
"chr4",112548560,113336791,788232,"+","500219","Lrrtm4",-0.213607720516139,0.94705536792438,0.984153525169605
"chr4",114459942,114463108,3167,"-","100911370","LOC100911370",-0.222060401909024,0.315050716534824,0.648714719724056
"chr4",114481664,114518494,36831,"+","312474","Gcfc2",-0.343652942954205,0.017621499050655,0.185154818459188
"chr4",114521824,114526053,4230,"-","297372","Mrpl19",-0.201249893485617,0.124861024316604,0.438156909037761
"chr4",114593773,114643011,49239,"+","500221","Eva1a",-0.258678821299645,0.318427634453565,0.651845816150131
"chr4",114920844,115089733,168890,"+","24807","Tacr1",0.0567751913120464,0.525410066145447,0.797420261168429
"chr4",115165285,115171097,5813,"-","362385","Pole4",-0.386294725348242,0.022915994223118,0.207146807293161
"chr4",115234509,115283530,49022,"-","25059","Hk2",0.0664005747393878,0.741526641670926,0.903819489801537
"chr4",115411416,115437721,26306,"-","29745","Sema4f",-0.0710608523144345,0.0950758760212721,0.386622679613555
"chr4",115537455,115539916,2462,"-","312477","Dok1",-0.116360480031456,0.103865908870651,0.403404375593324
"chr4",115540640,115556958,16319,"+","312478","Loxl3",0.486334909153531,0.162343344432383,0.491540353684228
"chr4",115556916,115560078,3163,"-","297376","Htra2",0.0588120885935374,0.468585525165338,0.76219457111082
"chr4",115560360,115563346,2987,"+","680423","Aup1",-0.843033859292366,0.0579836509271736,0.309636748768182
"chr4",115563752,115572590,8839,"+","680434","Dqx1",-0.0696269787401127,0.49908638530037,0.781472560992191
"chr4",115573799,115575642,1844,"-","680117","Tlx2",0.195963938933814,0.241076897032291,0.579974869419433
"chr4",115584422,115587011,2590,"+","312480","Pcgf1",0.0831646994947987,0.750555696862147,0.907400657712352
"chr4",115591974,115593859,1886,"+","500224","Lbx2",0.0187874691605043,0.930161624806384,0.97761450748172
"chr4",115615332,115616218,887,"+","362388","Mrpl53",0.101330122918431,0.626907500296283,0.850353466753915
"chr4",115621623,115625026,3404,"+","78947","Mogs",-0.166971454642291,0.335798472109557,0.666394811427553
"chr4",115625168,115627567,2400,"-","297381","Wbp1",0.0113860500151061,0.842521755634888,0.947626385409633
"chr4",115627907,115631069,3163,"-","500225","Ino80b",-0.462437520280616,0.00578257254844169,0.115442945781637
"chr4",115642308,115657948,15641,"+","297383","Rtkn",-0.321596444729992,4.46710896232507e-05,0.0127739743372796
"chr4",115654968,115661562,6595,"-","500226","Wdr54",-0.219632859823407,0.0243061758471718,0.21212551964321
"chr4",115661705,115667929,6225,"+","500227","C4h2orf81",-0.170892929231253,0.00782631424746378,0.131220625859309
"chr4",115684021,115703816,19796,"+","29167","Dctn1",-0.133833933521033,0.0898292841861518,0.377707554462004
"chr4",115725592,115808983,83392,"+","297386","Slc4a5",0.115828527872876,0.981147356687988,0.995013752388534
"chr4",115811141,115822659,11519,"-","680308","Mthfd2",0.06846849436271,0.45385809920735,0.754066095843598
"chr4",115831581,115848558,16978,"+","297387","Mob1a",0.152886653932606,0.328620439114977,0.660080013460183
"chr4",115853350,115862797,9448,"+","297388","Bola3",-0.559731843417313,0.158832032387466,0.486162121340888
"chr4",115987105,116014733,27629,"-","297389","Dguok",-0.0761453923319433,0.2309206147873,0.569931034684523
"chr4",116021832,116036358,14527,"-","25365","Actg2",-0.426989326118741,0.00898224186417412,0.138636405835181
"chr4",116056054,116080548,24495,"-","171565","Stambp",-0.247460458140162,0.00431155033553913,0.101732751286598
"chr4",116129023,116138744,9722,"-","114598","Clec4f",-0.130532696403886,0.0464261528240195,0.279069204841799
"chr4",116195576,116219240,23665,"+","64572","Vax2",-0.103608534719802,0.995051962585277,0.998896818665634
"chr4",116223799,116242475,18677,"+","312488","Atp6v1b1",-0.215544756915471,0.346236006970981,0.672885345989935
"chr4",116255427,116260380,4954,"-","297392","Tex261",-0.221396745911948,0.0956964179829698,0.387668979374366
"chr4",116281357,116288680,7324,"+","297393","Nagk",-0.352967912021588,0.000346972190866399,0.0299512578818683
"chr4",116402428,116479845,77418,"+","312491","Zfp638",0.0864807971530791,0.0444130225173625,0.274328683540648
"chr4",116502584,116690709,188126,"+","312492","Dysf",0.0846925851356179,0.0282827137389637,0.226534533516908
"chr4",117041808,117058628,16821,"-","312495","Cyp26b1",-0.0694547368278136,0.511311093732152,0.788723597081346
"chr4",117094741,117550174,455434,"-","500233","Exoc6b",-0.157076758482718,0.519957593804217,0.794401170872174
"chr4",117671948,117675678,3731,"-","29270","Spr",-0.470691973543444,0.00100613062264339,0.0520981107461252
"chr4",117752806,117869782,116977,"-","261737","Sfxn5",-0.152385160561166,0.425832258267057,0.733941326322181
"chr4",117961163,117965402,4240,"+","502857","Noto",0.441430219570763,0.509216170708017,0.787498290908446
"chr4",117969615,117984082,14468,"+","312503","Smyd5",-0.0322475286471479,0.308057516965042,0.643898467597349
"chr4",117989232,118006478,17247,"+","297406","Cct7",-0.0681813466881469,0.584928576244021,0.831036455776841
"chr4",118009356,118039406,30051,"-","312504","Fbxo41",-0.00836372856616787,0.670633651668618,0.872055952060238
"chr4",118047869,118050328,2460,"-","25129","Egr4",-0.0185562762181845,0.761433823970903,0.91195285312045
"chr4",118125607,118226005,100399,"+","297408","Alms1",-0.12431266642207,0.00339222371551136,0.0928574645641627
"chr4",118241792,118246010,4219,"-","113892","Nat8f3",0.0888602875345069,0.436668777372328,0.741444372167977
"chr4",118260323,118285038,24716,"-","114020","Nat8f5",0.0936389871798335,0.560702696470317,0.8175665834098
"chr4",118279521,118280299,779,"-","64570","Nat8",-0.162379427509515,0.0225558749828637,0.205919786427327
"chr4",118321095,118321775,681,"-","500237","Nat8f2",0.0678104825413547,0.87625378018577,0.960209324458431
"chr4",118336208,118342893,6686,"-","59300","Nat8f1",0.152243972572861,0.782753376908059,0.922096381107
"chr4",118348229,118356510,8282,"+","297411","Tprkb",0.390943309075636,0.0694860610920923,0.336750541207008
"chr4",118359451,118360795,1345,"-","171084","Nat8b",0.322406181895293,0.486197128395064,0.773497652642452
"chr4",118371071,118385103,14033,"-","297412","Dusp11",0.181366488217531,0.205156902162162,0.54482499284216
"chr4",118497416,118538505,41090,"+","24171","Add2",-0.00276560718236468,0.193861213885701,0.531405763600975
"chr4",118618269,118700892,82624,"+","24827","Tgfa",0.177920746028729,0.048969623151931,0.286058063283156
"chr4",118805129,118811046,5918,"+","297415","Fam136a",0.318828614183228,0.915338068353754,0.972881543152801
"chr4",118812278,118819827,7550,"+","681031","Snrpg",0.100455370296065,0.45961259579722,0.757348784059358
"chr4",118832114,118842951,10838,"-","246302","Pcyox1",0.366493455460671,0.289736649183041,0.628007604097431
"chr4",118852843,118880215,27373,"+","312510","Tia1",-0.0856428270853285,0.625402411727105,0.849521063590744
"chr4",118888129,118916807,28679,"+","312511","RGD1306746",-0.127586699276938,0.896748723620677,0.967301889226374
"chr4",119097353,119117751,20399,"-","362391","Mxd1",0.199330023685974,0.78133039066784,0.921495996347128
"chr4",119123676,119133234,9559,"-","362392","Snrnp27",-0.0707359474769113,0.782530398558144,0.921958281057998
"chr4",119140598,119179881,39284,"-","312516","Gmcl1",-0.265559700098696,0.216619610592898,0.554980333515773
"chr4",119184378,119241153,56776,"-","79124","Anxa4",-0.0742680036902854,0.296978422046217,0.634541607117668
"chr4",119301228,119440877,139650,"+","500244","Aak1",0.000438353215768944,0.395860804458301,0.711817096263642
"chr4",119459071,119479593,20523,"+","297416","Nfu1",-0.247565715160189,0.327707371467779,0.659223066933262
"chr4",119496757,119542647,45891,"+","297417","Gfpt1",0.133018017754791,0.407965731553579,0.720610450459145
"chr4",119590770,119778232,187463,"-","362393","Antxr1",0.0345505233304992,0.92832851158397,0.977044882275994
"chr4",119790101,119795389,5289,"-","297418","Gkn1",0.104220528808044,0.840417083196439,0.946757714399788
"chr4",119818280,119824364,6085,"+","297419","Gkn2",0.0558908317231316,0.616048052817776,0.84539011550045
"chr4",119872066,119877694,5629,"+","500245","Bmp10",-0.176442991919699,0.0253641983056109,0.215979961741647
"chr4",119896844,119974982,78139,"-","500246","Arhgap25",0.381101315254984,0.135734527483451,0.454891976884284
"chr4",120024127,120031593,7467,"-","192648","Prokr1",-0.0719962086936344,0.695519196997458,0.883653403649136
"chr4",120070471,120122608,52138,"-","500247","Aplf",0.178560436275556,0.660957160604066,0.868905585875211
"chr4",120188470,120215834,27365,"+","685202","Efcc1",0.295758248291952,0.530423978751878,0.80022947001422
"chr4",120235539,120236874,1336,"+","502858","Gp9",-0.332651090487766,0.011067928025979,0.152562419754147
"chr4",120249878,120269174,19297,"-","500249","Rab43",-0.213834340225691,0.0276295850984358,0.224082360633221
"chr4",120276535,120297227,20693,"-","362394","Isy1",-0.533046967035567,0.582173835815124,0.829518259377937
"chr4",120302789,120311645,8857,"-","64530","Cnbp",0.107182328495444,0.97591507967878,0.994043533171265
"chr4",120366745,120391184,24440,"+","297428","Copg1",0.0373045975234453,0.363468133442809,0.687910388128011
"chr4",120393518,120415616,22099,"+","500251","Hmces",0.108039936666786,0.0259830186596129,0.218090307618912
"chr4",120461966,120506874,44909,"-","29448","Rab7a",0.198672447291116,0.0398954311985615,0.26205184427
"chr4",120543667,120565069,21403,"+","25596","Rpn1",0.468959014347619,0.972817768361964,0.992715742123191
"chr4",120658986,120667761,8776,"+","25159","Gata2",0.0451639183330786,0.472240276583474,0.765568399292119
"chr4",120681945,120682940,996,"+","500253","Dnajb8",-0.0438801279405643,0.903453455505099,0.969536507579408
"chr4",120719616,120915779,196164,"-","500255","Eefsec",0.0592684524245327,0.145658801480595,0.468953567469929
"chr4",120932486,120967400,34915,"+","65137","Ruvbl1",0.0701009953341222,0.401132877921978,0.715173087709867
"chr4",120973519,120987871,14353,"-","80843","Sec61a1",0.0672585189097664,0.0996968196502636,0.396898046630513
"chr4",121192220,121291797,99578,"+","29254","Mgll",0.636906388108145,0.705023318047813,0.88671995182528
"chr4",121299310,121305537,6228,"-","297432","Abtb1",0.143348099085909,0.0292105885103948,0.229434699034123
"chr4",121306224,121338070,31847,"-","297433","Podxl2",0.572192929703398,0.796010209777183,0.928057637595931
"chr4",121346434,121360847,14414,"-","312538","Mcm2",0.229481351299552,0.0271096206193354,0.221442513821934
"chr4",121364238,121375275,11038,"+","85494","Tpra1",0.369002698677799,0.665486046881338,0.870909165226096
"chr4",121803501,122024201,220701,"-","297436","Chchd6",0.0770043493824612,0.111584398498792,0.415969357312222
"chr4",122072548,122112496,39949,"+","297437","Txnrd3",0.0994847233733419,0.624245926362642,0.84906417229683
"chr4",122139053,122148053,9001,"-","266771","Vom1r90",0.084316526246024,0.835572812660594,0.944553754144694
"chr4",122430887,122431711,825,"-","685880","Vom1r99",0.109666875187489,0.38826588768308,0.706113839285236
"chr4",122468157,122471495,3339,"+","297439","Vom1r100",-0.105790638192142,0.966370562272814,0.990237838791822
"chr4",122499102,122500235,1134,"-","286892","Vom1r101",0.198649869990633,0.485199987496338,0.773136450879434
"chr4",122723226,122730714,7489,"+","286893","NA_286893",-0.093632687602393,0.464271103471192,0.760325708049914
"chr4",122729553,122730533,981,"+","100312735","Vom1r103",0.150643223480703,0.575679766612146,0.824632484105094
"chr4",122768885,122769850,966,"+","685945","Vom1r104",0.576678820847441,0.742198499795825,0.903824993197632
"chr4",122817681,122822175,4495,"+","685964","LOC685964",0.265790250877302,0.603218124043535,0.839048694076828
"chr4",122824712,122837935,13224,"-","500257","Chst13",-0.324427316307991,0.220970442464507,0.56019868673597
"chr4",122965807,122978403,12597,"+","85497","Klf15",-0.123965360901964,0.0817310594311569,0.362940323896619
"chr4",123060017,123106471,46455,"+","64392","Aldh1l1",0.066089719855275,0.212127046778136,0.551296469298129
"chr4",123127763,123154766,27004,"+","641603","Slc41a3",0.021533035183415,0.288808922958531,0.627559496417522
"chr4",123511559,123609874,98316,"-","58958","Nup210",-0.604156473633397,0.427446448662148,0.734902753433433
"chr4",123650157,123667407,17251,"+","297453","Hdac11",0.419730660630116,0.125441200163912,0.439308738151865
"chr4",123863108,123908981,45874,"-","114850","Wnt7a",0.0794249494091122,0.5226427995778,0.795522883233755
"chr4",123968264,123977398,9135,"-","312559","Chchd4",-0.0422612096380663,0.78062602667611,0.921057415942201
"chr4",123977683,123992823,15141,"+","362401","Tmem43",0.387141040345094,0.643782887595788,0.860004766031391
"chr4",123993670,124020922,27253,"-","312560","Xpc",0.771715975528138,0.399106278961838,0.713777666859116
"chr4",124021023,124027269,6247,"+","297455","Lsm3",-0.234082830658743,0.253241035912984,0.593277434262354
"chr4",124195347,124265312,69966,"+","29464","Slc6a6",-0.277035004903803,0.00687000222270575,0.125044080122464
"chr4",124271457,124321268,49812,"-","171571","Grip2",-0.292905249870245,0.0647970069795631,0.325731696832536
"chr4",124392281,124419035,26755,"+","297458","Ccdc174",-0.209930124010774,0.598421518720536,0.837563987151926
"chr4",124432193,124469254,37062,"+","500258","C4h3orf20",-0.083720779277657,0.69291354819909,0.882486719718279
"chr4",124497068,124594564,97497,"+","362402","Fgd5",-0.415863416098771,0.549193057673381,0.810736289874428
"chr4",124636952,124662003,25052,"+","50659","Nr2c2",0.234755430300693,0.0197947926310264,0.194566966802259
"chr4",124668320,124680086,11767,"-","297459","Mrps25",0.96377171370836,0.146431100959427,0.469250041673745
"chr4",124683969,124712578,28610,"-","312562","Rbsn",0.00740278802644354,0.543282766630662,0.80703455943384
"chr4",124742111,124744637,2527,"-","25569","Trh",-0.154582511802342,0.506177360011959,0.786110088280205
"chr4",124869552,125214758,345207,"-","312563","Prickle2",0.227372636332703,0.468751468542491,0.762393373470331
"chr4",125290641,125462929,172289,"-","312566","Adamts9",-0.0226574688464526,0.539917087040441,0.8055125195239
"chr4",126213009,126810759,597751,"-","500261","Magi1",0.030878861985048,0.529494394757216,0.80022947001422
"chr4",127036742,127130303,93562,"+","362403","Slc25a26",-0.128313825711228,0.480910860403177,0.769966638598927
"chr4",127274472,127275699,1228,"+","687056","LOC687056",-0.275861982745353,0.0425487748793916,0.269254545390873
"chr4",127676141,127687698,11558,"+","500262","Kbtbd8",-0.258700954674864,0.0193880785222928,0.192194386124627
"chr4",128067031,128337146,270116,"-","362404","Suclg2",0.117470967617527,0.316235251675521,0.650203630712607
"chr4",128787567,128789296,1730,"-","500265","Nup50-ps1",-0.212688776141027,0.149492930579314,0.474411113608744
"chr4",129437466,129671249,233784,"-","689043","Tafa4",-0.0596968169517784,0.272781066299694,0.613185955017116
"chr4",129720886,129756558,35673,"-","494219","Eogt",-0.11222903155101,0.182916891207818,0.515125379856794
"chr4",129763110,129785629,22520,"-","114206","Tmf1",-0.296694052243064,0.346101898983241,0.672885345989935
"chr4",129789538,129810584,21047,"-","117553","Uba3",-0.0356705026719252,0.457779769617385,0.756736763107959
"chr4",129815475,129837838,22364,"+","66028","Arl6ip5",-0.00423695594735727,0.524234508545367,0.796538613236805
"chr4",130409217,130621145,211929,"+","25094","Mitf",0.226813337073863,0.214756756424422,0.553464322129681
"chr4",131565498,131796755,231258,"-","297480","Foxp1",0.162755444332523,0.392980072092852,0.709491953416765
"chr4",132258502,132301808,43307,"-","297481","Eif4e3",-0.180368975516509,0.00131344210285812,0.0599541621663275
"chr4",132328364,132329497,1134,"+","65275","Gpr27",-0.230796504293482,0.0823358237335443,0.364712134624876
"chr4",132331372,132342316,10945,"+","500270","Ier3ip1-ps1",-0.107489341639893,0.425899997476372,0.733941326322181
"chr4",132348132,132361321,13190,"-","192206","Prok2",-0.0661725666149086,0.775381555653836,0.918687788675405
"chr4",132876361,132927580,51220,"-","312603","Rybp",-0.0375571367761268,0.934373973464116,0.979539408122034
"chr4",133213357,133305586,92230,"-","297483","Shq1",-0.216228468297809,0.202992101874365,0.543026379117154
"chr4",133454555,133495486,40932,"+","297486","Ppp4r2",-0.226694909723759,0.240155497898182,0.57935686453384
"chr4",133770736,133996959,226224,"-","312607","Pdzrn3",-0.407237972013081,0.109756740034646,0.413223021763979
"chr4",134842266,135125613,283348,"-","54279","Cntn3",0.37574793287774,0.506779280244988,0.786283768659145
"chr4",137355367,137751119,395753,"+","27256","Cntn6",-0.147816940020101,0.624570429377061,0.849106079607657
"chr4",138624694,139621090,996397,"+","116658","Cntn4",0.481826997351291,0.05018486251367,0.290239949469607
